Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Mileage_final,Engine_cc,Power_bhp,New_Price_thousand,State,KRW,KRW_state_year,Age,Owner_Rank,log_Price,data_split
Porsche Cayenne Diesel,Coimbatore,70240.23,2015,60395,Diesel,Automatic,First,16.12 kmpl,2967 CC,245 bhp,5.0,,16.12,2967.0,245.0,,Tamil Nadu,2130.42,2130.42,5,1,11.15967650279111,labeled_for_modeling
Hyundai Xcent 1.1 CRDi S,Mumbai,9121.11,2016,29000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5.0,,24.4,1120.0,71.0,,Maharashtra,2455.89,2455.89,4,1,9.118346786188567,labeled_for_modeling
Audi A4 2.0 TDI Multitronic,Delhi,16862.56,2011,58000,Diesel,Automatic,First,16.55 kmpl,1968 CC,140 bhp,5.0,,16.55,1968.0,140.0,,Delhi,2775.02,2775.02,9,1,9.732851058700934,labeled_for_modeling
Maruti Ciaz RS ZXi Plus,Coimbatore,11021.98,2016,60913,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5.0,,20.73,1373.0,91.1,,Tamil Nadu,2348.93,2348.93,4,1,9.307646739888822,labeled_for_modeling
Toyota Innova 2.5 G4 Diesel 8-seater,Delhi,9810.94,2011,65000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,,12.8,2494.0,102.0,,Delhi,2775.02,2775.02,9,1,9.191253368560142,labeled_for_modeling
Mercedes-Benz New C-Class 220 CDI MT,Chennai,39856.96,2015,26000,Diesel,Manual,First,15.8 kmpl,2148 CC,170 bhp,5.0,,15.8,2148.0,170.0,,Tamil Nadu,2130.42,2130.42,5,1,10.593052323924045,labeled_for_modeling
Hyundai i10 Sportz,Hyderabad,6898.32,2016,19947,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,20.36,1197.0,78.9,,Telangana,2390.93,2390.93,4,1,8.839033182678838,labeled_for_modeling
Hyundai i10 Sportz 1.2 AT,Chennai,4752.18,2011,70816,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5.0,,16.95,1197.0,78.9,,Tamil Nadu,1396.68,1396.68,9,1,8.466358739112977,labeled_for_modeling
Maruti Baleno Zeta 1.3,Delhi,9121.11,2015,54000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5.0,,27.39,1248.0,74.0,,Delhi,4053.92,4053.92,5,1,9.118346786188567,labeled_for_modeling
Maruti Zen Estilo 1.1 VXI BSIII,Delhi,1839.55,2008,138000,Petrol,Manual,First,18.2 kmpl,1061 CC,64 bhp,5.0,,18.2,1061.0,64.0,,Delhi,4834.66,4834.66,12,1,7.51727625547469,labeled_for_modeling
BMW 7 Series 730Ld,Chennai,79713.92,2014,35000,Diesel,Automatic,First,16.46 kmpl,2993 CC,258 bhp,5.0,,16.46,2993.0,258.0,,Tamil Nadu,1942.41,1942.41,6,1,11.28619950448399,labeled_for_modeling
Audi Q7 4.2 TDI Quattro Technology,Bangalore,73582.08,2015,50000,Diesel,Automatic,First,11.33 kmpl,4134 CC,335.2 bhp,7.0,,11.33,4134.0,335.2,,Karnataka,2221.62,2221.62,5,1,11.206156796810454,labeled_for_modeling
BMW X5 xDrive 30d,Hyderabad,33709.79,2011,124652,Diesel,Automatic,First,11.7 kmpl,2993 CC,245 bhp,5.0,,11.7,2993.0,245.0,,Telangana,1366.82,1366.82,9,1,10.425543578603245,labeled_for_modeling
Maruti Ritz LXI,Hyderabad,6591.73,2013,80264,Petrol,Manual,First,21.1 kmpl,1197 CC,85.80 bhp,5.0,,21.1,1197.0,85.8,,Telangana,1682.43,1682.43,7,1,8.79357111201261,labeled_for_modeling
Nissan Sunny 2011-2014 Diesel XL,Pune,5748.6,2013,125600,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5.0,,21.64,1461.0,84.8,,Maharashtra,1878.92,1878.92,7,1,8.656711625884883,labeled_for_modeling
Toyota Corolla Altis 1.8 Limited Edition,Mumbai,13719.99,2015,49000,Petrol,Manual,First,14.28 kmpl,1798 CC,138.03 bhp,5.0,,14.28,1798.0,138.03,,Maharashtra,2202.22,2202.22,5,1,9.526609172416636,labeled_for_modeling
Toyota Etios VXD,Pune,7281.56,2012,111000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.1 bhp,5.0,,23.59,1364.0,67.1,,Maharashtra,1681.38,1681.38,8,1,8.893100403949113,labeled_for_modeling
Toyota Corolla Altis GL MT,Coimbatore,22381.22,2016,33690,Petrol,Manual,First,14.28 kmpl,1798 CC,138.03 bhp,5.0,,14.28,1798.0,138.03,,Tamil Nadu,2348.93,2348.93,4,1,10.015977493338138,labeled_for_modeling
Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,26826.8,2012,50000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,17.68,1968.0,174.33,,Maharashtra,1681.38,1681.38,8,1,10.197156666832031,labeled_for_modeling
Maruti Ertiga ZDI,Kolkata,7971.39,2012,38092,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7.0,,20.77,1248.0,88.8,,West Bengal,872.92,872.92,8,1,8.983614160592705,labeled_for_modeling
Hyundai Grand i10 Sportz,Coimbatore,9259.08,2017,47774,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,18.9,1197.0,82.0,,Tamil Nadu,2629.14,2629.14,3,1,9.133359970652647,labeled_for_modeling
Tata Indigo CS LX (TDI) BS III,Chennai,4138.99,2009,167000,Diesel,Manual,Second,19.09 kmpl,1396 CC,69 bhp,5.0,,19.09,1396.0,69.0,,Tamil Nadu,3144.42,3144.42,11,2,8.328207075703292,labeled_for_modeling
Maruti Swift Dzire AMT ZDI,Chennai,10347.48,2019,65000,Diesel,Automatic,First,26.59 kmpl,1248 CC,74 bhp,5.0,,26.59,1248.0,74.0,,Tamil Nadu,3092.48,3092.48,1,1,9.244498290787002,labeled_for_modeling
Volkswagen Polo Petrol Highline 1.6L,Kolkata,3602.46,2011,46000,Petrol,Manual,First,15.26 kmpl,1598 CC,103.5 bhp,5.0,,15.26,1598.0,103.5,,West Bengal,773.14,773.14,9,1,8.189372224411617,labeled_for_modeling
Tata Tiago 1.2 Revotron XZ WO Alloy,Hyderabad,7664.8,2017,16500,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5.0,6.29 Lakh,23.84,1199.0,84.0,629.0,Telangana,2690.37,2690.37,3,1,8.944393698336663,labeled_for_modeling
Honda City i VTEC VX,Kolkata,10654.07,2016,39000,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,,17.8,1497.0,117.3,,West Bengal,1234.36,1234.36,4,1,9.273697257757593,labeled_for_modeling
Honda Amaze V Petrol,Jaipur,10270.83,2018,6000,Petrol,Manual,First,19.5 kmpl,1199 CC,86.76 bhp,5.0,8.18 Lakh,19.5,1199.0,86.76,818.0,Rajasthan,1599.06,1599.06,2,1,9.237063117573273,labeled_for_modeling
Audi A4 35 TDI Premium,Hyderabad,38324.0,2015,60000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,,17.11,1968.0,174.33,,Telangana,2112.6,2112.6,5,1,10.553831610770764,labeled_for_modeling
Volkswagen Vento Petrol Highline AT,Chennai,5748.6,2011,97320,Petrol,Automatic,First,14.4 kmpl,1598 CC,103.6 bhp,5.0,,14.4,1598.0,103.6,,Tamil Nadu,1396.68,1396.68,9,1,8.656711625884883,labeled_for_modeling
Volkswagen Vento Diesel Trendline,Chennai,5748.6,2011,99807,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,20.54,1598.0,103.6,,Tamil Nadu,1396.68,1396.68,9,1,8.656711625884883,labeled_for_modeling
Honda City 1.5 S MT,Pune,7818.1,2013,46000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,17.0,1497.0,118.0,,Maharashtra,1878.92,1878.92,7,1,8.964196837266236,labeled_for_modeling
Maruti Wagon R LXI,Mumbai,3755.75,2010,12000,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,5.04 Lakh,22.5,998.0,67.04,504.0,Maharashtra,2736.81,2736.81,10,1,8.231043277942533,labeled_for_modeling
Skoda Superb 2.8 V6 AT,Kolkata,4982.12,2005,13002,Petrol,Automatic,First,9.3 kmpl,2771 CC,193.1 bhp,5.0,,9.3,2771.0,193.1,,West Bengal,1576.62,1576.62,15,1,8.513610782244209,labeled_for_modeling
Honda City i DTEC SV,Kolkata,8431.28,2014,26000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,26.0,1498.0,98.6,,West Bengal,1033.14,1033.14,6,1,9.039703878140989,labeled_for_modeling
Maruti Wagon R LXI CNG,Kochi,5779.26,2014,68365,CNG,Manual,First,26.6 kmpl,998 CC,58.16 bhp,5.0,,26.6,998.0,58.16,,Kerala,2033.06,2033.06,6,1,8.66203092578852,labeled_for_modeling
Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,75482.95,2016,27833,Diesel,Automatic,First,0.0 kmpl,2987 CC,165 bhp,5.0,,18.2,2987.0,165.0,,Tamil Nadu,2348.93,2348.93,4,1,11.231662081919605,labeled_for_modeling
Maruti Alto 800 LXI,Kochi,4660.2,2016,51639,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,22.74,796.0,47.3,,Kerala,2493.69,2493.69,4,1,8.446813644653657,labeled_for_modeling
Hyundai i20 Magna 1.2,Delhi,7511.5,2015,21000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,18.6,1197.0,81.83,,Delhi,4053.92,4053.92,5,1,8.924190458502478,labeled_for_modeling
Ford Ecosport 1.5 DV5 MT Trend,Bangalore,9581.0,2013,90000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,22.7,1498.0,89.84,,Karnataka,1782.44,1782.44,7,1,9.167537249650874,labeled_for_modeling
BMW 3 Series GT 320d Luxury Line,Hyderabad,50587.68,2015,36255,Diesel,Automatic,First,19.59 kmpl,1995 CC,184 bhp,5.0,,19.59,1995.0,184.0,,Telangana,2112.6,2112.6,5,1,10.831463347369043,labeled_for_modeling
BMW X5 xDrive 30d,Chennai,41389.92,2011,58000,Diesel,Automatic,Second,11.7 kmpl,2993 CC,245 bhp,5.0,,11.7,2993.0,245.0,,Tamil Nadu,1396.68,1396.68,9,2,10.630792651906892,labeled_for_modeling
Honda Amaze S i-Vtech,Coimbatore,7986.72,2014,48997,Petrol,Manual,Second,18.0 kmpl,1198 CC,86.7 bhp,5.0,,18.0,1198.0,86.7,,Tamil Nadu,1942.41,1942.41,6,2,8.985535441335307,labeled_for_modeling
Ford EcoSport 1.5 Ti VCT MT Titanium,Mumbai,8814.52,2014,31130,Petrol,Manual,First,15.85 kmpl,1499 CC,110.4 bhp,5.0,,15.85,1499.0,110.4,,Maharashtra,1992.54,1992.54,6,1,9.084155640711822,labeled_for_modeling
Jaguar XF 3.0 Litre S Premium Luxury,Coimbatore,25416.48,2012,75668,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5.0,,14.74,2993.0,270.9,,Tamil Nadu,1580.1,1580.1,8,1,10.143153061512285,labeled_for_modeling
Toyota Corolla 1.8 J,Delhi,16862.56,2015,12000,Petrol,Manual,First,14.53 kmpl,1798 CC,138 bhp,5.0,,14.53,1798.0,138.0,,Delhi,4053.92,4053.92,5,1,9.732851058700934,labeled_for_modeling
Hyundai i10 Sportz,Pune,4292.29,2014,90000,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5.0,,20.36,1197.0,78.9,,Maharashtra,1992.54,1992.54,6,2,8.364575669035572,labeled_for_modeling
Mercedes-Benz New C-Class C220 CDI Executive Edition,Kochi,58237.15,2019,17320,Diesel,Automatic,First,15.8 kmpl,2148 CC,170 bhp,5.0,,15.8,2148.0,170.0,,Kerala,3133.18,3133.18,1,1,10.972278746233629,labeled_for_modeling
Skoda Laura Ambiente 2.0 TDI CR MT,Delhi,5595.3,2011,85000,Diesel,Manual,Second,20.0 kmpl,1968 CC,108.5 bhp,5.0,,20.0,1968.0,108.5,,Delhi,2775.02,2775.02,9,2,8.629682238611512,labeled_for_modeling
Ford Endeavour 4x2 XLT,Hyderabad,9197.76,2007,130000,Diesel,Manual,First,13.1 kmpl,2499 CC,141 bhp,7.0,,13.1,2499.0,141.0,,Telangana,3386.01,3386.01,13,1,9.126715255130618,labeled_for_modeling
Ford Figo Petrol EXI,Coimbatore,6959.64,2013,60328,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5.0,,15.6,1196.0,70.0,,Tamil Nadu,1754.4,1754.4,7,1,8.847883027852795,labeled_for_modeling
Honda Amaze S i-Vtech,Kochi,8277.98,2015,34327,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,18.0,1198.0,86.7,,Kerala,2222.0,2222.0,5,1,9.021354256263237,labeled_for_modeling
Tata Indica Vista TDI LS,Mumbai,5058.77,2014,75000,Diesel,Manual,First,19.1 kmpl,1405 CC,70 bhp,5.0,,19.1,1405.0,70.0,,Maharashtra,1992.54,1992.54,6,1,8.528878649728096,labeled_for_modeling
Volvo XC60 D4 Summum,Hyderabad,27976.52,2012,86000,Diesel,Automatic,Second,14.7 kmpl,1985 CC,163 bhp,5.0,,14.7,1985.0,163.0,,Telangana,1515.1,1515.1,8,2,10.239120865931064,labeled_for_modeling
Datsun Redi GO Sport,Bangalore,4752.18,2017,12000,Petrol,Manual,First,22.7 kmpl,799 CC,53 bhp,5.0,,22.7,799.0,53.0,,Karnataka,2787.6,2787.6,3,1,8.466358739112977,labeled_for_modeling
Hyundai EON Era Plus,Kochi,5886.57,2013,57759,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,21.1,814.0,55.2,,Kerala,1850.82,1850.82,7,1,8.680428764063958,labeled_for_modeling
Maruti Alto 800 VXI,Kolkata,3740.42,2016,24300,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,22.74,796.0,47.3,,West Bengal,1234.36,1234.36,4,1,8.226953183568705,labeled_for_modeling
Volkswagen Polo Petrol Trendline 1.2L,Bangalore,5518.66,2011,66000,Petrol,Manual,Second,16.47 kmpl,1198 CC,73.9 bhp,5.0,,16.47,1198.0,73.9,,Karnataka,1353.94,1353.94,9,2,8.615890356178522,labeled_for_modeling
Hyundai i10 Asta,Mumbai,5978.54,2015,75915,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,20.36,1197.0,78.9,,Maharashtra,2202.22,2202.22,5,1,8.695931669978718,labeled_for_modeling
Nissan Sunny 2011-2014 XL,Chennai,4445.58,2013,107000,Petrol,Manual,Second,16.95 kmpl,1498 CC,97.7 bhp,5.0,,16.95,1498.0,97.7,,Tamil Nadu,1754.4,1754.4,7,2,8.399665623125287,labeled_for_modeling
Toyota Corolla Altis G,Chennai,5365.36,2008,86000,Petrol,Manual,Second,14.53 kmpl,1798 CC,138.1 bhp,5.0,,14.53,1798.0,138.1,,Tamil Nadu,3144.42,3144.42,12,2,8.587718754397931,labeled_for_modeling
Hyundai Verna CRDi ABS,Chennai,5365.36,2009,160000,Diesel,Manual,Second,18.1 kmpl,1493 CC,110 bhp,5.0,,18.1,1493.0,110.0,,Tamil Nadu,3144.42,3144.42,11,2,8.587718754397931,labeled_for_modeling
Maruti Alto 800 2016-2019 LXI Optional,Jaipur,5365.36,2019,3000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5.0,,24.7,796.0,47.3,,Rajasthan,1733.01,1733.01,1,1,8.587718754397931,labeled_for_modeling
Hyundai i20 Sportz 1.4 CRDi,Hyderabad,10730.72,2015,72495,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,5.0,,21.9,1396.0,88.76,,Telangana,2112.6,2112.6,5,1,9.280865934957877,labeled_for_modeling
Hyundai Verna 1.6 CRDi AT S,Chennai,13336.75,2016,33000,Diesel,Automatic,First,19.08 kmpl,1582 CC,126.2 bhp,5.0,,19.08,1582.0,126.2,,Tamil Nadu,2348.93,2348.93,4,1,9.49827866160154,labeled_for_modeling
Audi Q7 3.0 TDI Quattro Technology,Hyderabad,68983.2,2014,60000,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7.0,,12.07,2967.0,241.4,,Telangana,1861.56,1861.56,6,1,11.141618275672883,labeled_for_modeling
Tata Indica V2 eLS,Hyderabad,2759.33,2016,80103,Diesel,Manual,First,25.0 kmpl,1396 CC,69 bhp,5.0,,25.0,1396.0,69.0,,Telangana,2390.93,2390.93,4,1,7.922743175618577,labeled_for_modeling
Chevrolet Spark 1.0 LS,Kolkata,1517.63,2007,42100,Petrol,Manual,First,18.0 kmpl,995 CC,62 bhp,5.0,,18.0,995.0,62.0,,West Bengal,1576.62,1576.62,13,1,7.324905186480242,labeled_for_modeling
Hyundai Grand i10 1.2 Kappa Magna,Kolkata,7358.21,2018,4500,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,6.4 Lakh,18.9,1197.0,81.86,640.0,West Bengal,1558.8,1558.8,2,1,8.90357197562168,labeled_for_modeling
Toyota Fortuner 4x4 MT TRD Sportivo,Mumbai,27516.63,2014,97000,Diesel,Manual,First,12.55 kmpl,2982 CC,169 bhp,7.0,,12.55,2982.0,169.0,,Maharashtra,1992.54,1992.54,6,1,10.222545828153535,labeled_for_modeling
Mahindra E Verito D4,Chennai,19928.48,2016,50000,Electric,Automatic,First,,72 CC,41 bhp,5.0,13.58 Lakh,18.2,72.0,41.0,1358.0,Tamil Nadu,2348.93,2348.93,4,1,9.8999051433641,labeled_for_modeling
Hyundai Grand i10 1.2 Kappa Asta,Kochi,8676.55,2017,51223,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,7.48 Lakh,18.9,1197.0,81.86,748.0,Kerala,2748.78,2748.78,3,1,9.068379263206284,labeled_for_modeling
Honda City 1.5 S MT,Delhi,4752.18,2009,64000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,17.0,1497.0,118.0,,Delhi,4834.66,4834.66,11,1,8.466358739112977,labeled_for_modeling
Hyundai Elite i20 Petrol Asta,Kochi,10025.56,2016,56911,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5.0,,18.6,1197.0,81.86,,Kerala,2493.69,2493.69,4,1,9.212893110963766,labeled_for_modeling
Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,20235.07,2015,147848,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,,12.8,2494.0,102.0,,Telangana,2112.6,2112.6,5,1,9.91517251665659,labeled_for_modeling
Ford Mustang V8,Kochi,87072.13,2018,21290,Petrol,Automatic,First,13.0 kmpl,4951 CC,395 bhp,4.0,83.92 Lakh,13.0,4951.0,395.0,8392.0,Kerala,3081.56,3081.56,2,1,11.374492134599132,labeled_for_modeling
Toyota Innova Crysta 2.8 GX AT,Kochi,29739.42,2019,14076,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,20.74 Lakh,11.36,2755.0,171.5,2074.0,Kerala,3133.18,3133.18,1,1,10.30022871747024,labeled_for_modeling
Maruti Zen Estilo 1.1 VXI BSIII,Ahmedabad,2529.38,2007,75180,Petrol,Manual,First,18.2 kmpl,1061 CC,64 bhp,5.0,,18.2,1061.0,64.0,,Gujarat,3109.86,3109.86,13,1,7.835729492401095,labeled_for_modeling
Maruti Swift ZDi,Jaipur,6668.38,2013,92000,Diesel,Manual,Second,22.9 kmpl,1248 CC,74 bhp,5.0,,22.9,1248.0,74.0,,Rajasthan,1042.2,1042.2,7,2,8.805132230849175,labeled_for_modeling
Fiat Avventura MULTIJET Emotion,Hyderabad,9964.24,2015,57266,Diesel,Manual,First,20.5 kmpl,1248 CC,91.72 bhp,5.0,,20.5,1248.0,91.72,,Telangana,2112.6,2112.6,5,1,9.206757962804154,labeled_for_modeling
Maruti Zen Estilo VXI BSIII,Delhi,1701.59,2007,64000,Petrol,Manual,First,18.2 kmpl,998 CC,67.1 bhp,5.0,,18.2,998.0,67.1,,Delhi,4834.66,4834.66,13,1,7.439318387046944,labeled_for_modeling
Renault Duster 85PS Diesel RxL,Mumbai,8431.28,2013,41000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5.0,,19.87,1461.0,83.8,,Maharashtra,1878.92,1878.92,7,1,9.039703878140989,labeled_for_modeling
Mitsubishi Pajero 2.8 SFX,Delhi,16862.56,2012,45999,Diesel,Manual,First,10.5 kmpl,2835 CC,107.2 bhp,6.0,,10.5,2835.0,107.2,,Delhi,3083.52,3083.52,8,1,9.732851058700934,labeled_for_modeling
Maruti Celerio VXI AT,Pune,5978.54,2015,50000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,23.1,998.0,67.04,,Maharashtra,2202.22,2202.22,5,1,8.695931669978718,labeled_for_modeling
Tata Indica V2 DLS BSIII,Pune,2759.33,2013,70000,Diesel,Manual,First,17.88 kmpl,1405 CC,48.21 bhp,5.0,,17.88,1405.0,48.21,,Maharashtra,1878.92,1878.92,7,1,7.922743175618577,labeled_for_modeling
Hyundai Elite i20 Petrol Asta,Kochi,9535.01,2016,37540,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5.0,,18.6,1197.0,81.86,,Kerala,2493.69,2493.69,4,1,9.162725566801667,labeled_for_modeling
Maruti Celerio VXI AT,Hyderabad,6591.73,2014,44000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,23.1,998.0,67.04,,Telangana,1861.56,1861.56,6,1,8.79357111201261,labeled_for_modeling
Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,9182.43,2017,22500,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,7.82 Lakh,18.9,1197.0,81.86,782.0,Telangana,2690.37,2690.37,3,1,9.125047154468469,labeled_for_modeling
Hyundai i20 1.2 Magna Executive,Delhi,9197.76,2017,17431,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,18.6,1197.0,81.83,,Delhi,4774.84,4774.84,3,1,9.126715255130618,labeled_for_modeling
Hyundai Verna 1.6 SX VTVT (O),Delhi,8967.82,2014,61566,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5.0,,17.1,1591.0,121.3,,Delhi,3708.14,3708.14,6,1,9.10139789318571,labeled_for_modeling
Land Rover Freelander 2 SE,Kochi,30567.22,2014,61730,Diesel,Automatic,First,12.39 kmpl,2179 CC,147.51 bhp,5.0,,12.39,2179.0,147.51,,Kerala,2033.06,2033.06,6,1,10.327683471920777,labeled_for_modeling
Maruti Swift VXI BSIII,Chennai,4445.58,2009,68000,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5.0,,16.1,1298.0,88.2,,Tamil Nadu,3144.42,3144.42,11,1,8.399665623125287,labeled_for_modeling
Honda Amaze SX i-VTEC,Mumbai,6515.08,2014,29000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,18.0,1198.0,86.7,,Maharashtra,1992.54,1992.54,6,1,8.781874768838888,labeled_for_modeling
Toyota Corolla Altis Diesel D4DG,Hyderabad,9182.43,2010,156210,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5.0,,21.43,1364.0,87.2,,Telangana,3386.01,3386.01,10,1,9.125047154468469,labeled_for_modeling
Honda Amaze S Diesel,Kolkata,5058.77,2013,46500,Diesel,Manual,First,27.4 kmpl,1498 CC,98.6 bhp,5.0,8.54 Lakh,27.4,1498.0,98.6,853.9999999999999,West Bengal,988.98,988.98,7,1,8.528878649728096,labeled_for_modeling
Audi A6 3.0 TDI quattro,Coimbatore,12386.32,2009,52830,Diesel,Automatic,Second,16.77 kmpl,2967 CC,241.38 bhp,5.0,,16.77,2967.0,241.38,,Tamil Nadu,3144.42,3144.42,11,2,9.424347916785134,labeled_for_modeling
Maruti Wagon R VXI,Jaipur,6898.32,2017,39867,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,5.44 Lakh,22.5,998.0,67.04,544.0,Rajasthan,1480.47,1480.47,3,1,8.839033182678838,labeled_for_modeling
Honda Mobilio E i DTEC,Hyderabad,9964.24,2014,58972,Diesel,Manual,First,24.2 kmpl,1498 CC,98.6 bhp,7.0,,24.2,1498.0,98.6,,Telangana,1861.56,1861.56,6,1,9.206757962804154,labeled_for_modeling
Honda CR-V 2.4 4WD AT,Bangalore,5978.54,2006,66000,Petrol,Automatic,Second,10.1 kmpl,2354 CC,152 bhp,5.0,,10.1,2354.0,152.0,,Karnataka,3325.24,3325.24,14,2,8.695931669978718,labeled_for_modeling
Hyundai Verna 1.6 SX VTVT (O),Delhi,8048.04,2013,52000,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5.0,,17.1,1591.0,121.3,,Delhi,3418.5,3418.5,7,1,8.993183862506095,labeled_for_modeling
Hyundai Santa Fe 4x4 AT,Bangalore,26060.32,2014,58000,Diesel,Automatic,First,11.72 kmpl,2199 CC,194.3 bhp,7.0,,11.72,2199.0,194.3,,Karnataka,1950.36,1950.36,6,1,10.168169129958779,labeled_for_modeling
Hyundai i10 Sportz AT,Ahmedabad,5365.36,2012,58000,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5.0,,16.95,1197.0,78.9,,Gujarat,1542.39,1542.39,8,1,8.587718754397931,labeled_for_modeling
Ford Fusion Plus 1.4 TDCi Diesel,Hyderabad,4598.88,2008,75000,Diesel,Manual,Second,17.7 kmpl,1399 CC,68 bhp,5.0,,17.7,1399.0,68.0,,Telangana,3386.01,3386.01,12,2,8.433568074570672,labeled_for_modeling
Hyundai i10 Sportz,Coimbatore,7465.52,2015,41008,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5.0,,20.36,1197.0,78.9,,Tamil Nadu,2130.42,2130.42,5,2,8.918050365953151,labeled_for_modeling
Hyundai Xcent 1.1 CRDi SX Option,Jaipur,9197.76,2014,65000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5.0,,24.4,1120.0,71.0,,Rajasthan,1146.44,1146.44,6,1,9.126715255130618,labeled_for_modeling
Skoda Superb Style 2.0 TDI AT,Mumbai,23760.88,2015,19000,Diesel,Automatic,First,18.19 kmpl,1968 CC,174.5 bhp,5.0,36.94 Lakh,18.19,1968.0,174.5,3694.0,Maharashtra,2202.22,2202.22,5,1,10.075795809827763,labeled_for_modeling
Ford Fiesta 1.4 Duratec EXI,Pune,2452.74,2008,74000,Petrol,Manual,Second,16.6 kmpl,1388 CC,68 bhp,5.0,,16.6,1388.0,68.0,,Maharashtra,2736.81,2736.81,12,2,7.804961045978824,labeled_for_modeling
Maruti Baleno Zeta Automatic,Pune,11113.96,2017,33000,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,21.4,1197.0,83.1,,Maharashtra,2589.95,2589.95,3,1,9.315957254769147,labeled_for_modeling
Skoda Laura 1.9 TDI MT Ambiente,Mumbai,4982.12,2010,95000,Diesel,Manual,Second,17.0 kmpl,1896 CC,105 bhp,5.0,,17.0,1896.0,105.0,,Maharashtra,2736.81,2736.81,10,2,8.513610782244209,labeled_for_modeling
Volkswagen Vento 1.5 TDI Comfortline,Kolkata,5212.06,2012,34000,Diesel,Manual,First,20.64 kmpl,1498 CC,108.5 bhp,5.0,11.16 Lakh,20.64,1498.0,108.5,1116.0,West Bengal,872.92,872.92,8,1,8.5587304500741,labeled_for_modeling
